,HOG,label
1468,[0.08799513 0.26071528 0.10089883 ... 0.02680359 0.04255322 0.18398174],0
1469,[0.18187171 0.28065619 0.14381066 ... 0.18934654 0.01713547 0.01793037],0
1470,[0.18919241 0.35517746 0.09514672 ... 0.01987314 0.00738982 0.01575922],0
1471,[0.         0.04405683 0.00445045 ... 0.22816509 0.07709281 0.01411268],0
1472,[0.12640683 0.3023414  0.10575954 ... 0.06119267 0.02491711 0.02940309],0
1473,[0.04172322 0.21541944 0.11556356 ... 0.21359483 0.06611112 0.01319347],0
1474,[0.         0.45827086 0.04173257 ... 0.03304974 0.01487103 0.0107379 ],0
1475,[0.10463134 0.13978832 0.12647305 ... 0.30608628 0.05289449 0.01539323],1
1476,[0.0433331  0.16579666 0.02869166 ... 0.04395377 0.023012   0.0362431 ],0
1477,[0.03560974 0.07767636 0.32959428 ... 0.10841749 0.00828384 0.03399701],0
1478,[0.00232029 0.04538943 0.04893963 ... 0.08204806 0.11137335 0.06049924],0
1479,[0.05029063 0.10245561 0.00943196 ... 0.0010562  0.00422257 0.04387855],0
1480,[0.07656872 0.25165531 0.09384083 ... 0.01731481 0.01126608 0.02454476],0
1481,[0.09814978 0.29396665 0.12846464 ... 0.02815465 0.01022059 0.30876473],0
1482,[0.03831971 0.11699186 0.14567685 ... 0.0406968  0.00313766 0.17849112],0
1483,[0.         0.07180801 0.02895942 ... 0.30526387 0.05096816 0.10938532],0
1484,[0.05110208 0.46655573 0.03871557 ... 0.01330638 0.00381944 0.        ],0
1485,[0.01594356 0.07685401 0.05129834 ... 0.07045703 0.05108583 0.03684802],0
1486,[0.         0.01406784 0.00031848 ... 0.24690028 0.15465119 0.08178185],0
1487,[0.17665634 0.25887834 0.24107877 ... 0.21543214 0.07016744 0.        ],1
1488,[0.09662026 0.11589104 0.04127425 ... 0.04123927 0.02818459 0.14891817],0
1489,[0.10833118 0.23796992 0.1476854  ... 0.09261399 0.04452723 0.05678923],0
1490,[0.13503893 0.18156769 0.04833944 ... 0.20062237 0.13236337 0.00898331],0
1491,[0.08085454 0.13539928 0.05554057 ... 0.09815255 0.05628711 0.00659668],0
1492,[0.05046857 0.37510778 0.10515963 ... 0.30245558 0.13004664 0.07733805],0
1493,[0.00387083 0.02960106 0.05350219 ... 0.04773296 0.00469535 0.04161555],0
1494,[0.08821899 0.22904727 0.14755567 ... 0.12638227 0.05486814 0.00585121],1
1495,[0.         0.00387653 0.0008773  ... 0.         0.         0.14039364],0
1496,[0.02147612 0.08368349 0.04513884 ... 0.09957581 0.02639952 0.01378179],1
1497,[0.         0.06260503 0.00572897 ... 0.08368738 0.01352922 0.10673768],0
1498,[0.07209445 0.11729167 0.01887164 ... 0.14787855 0.05856258 0.09434805],0
1499,[0.00211279 0.01882052 0.         ... 0.00298241 0.0016073  0.00859319],0
1500,[0.09151399 0.125399   0.03593746 ... 0.0582723  0.00228213 0.02423349],0
1501,[0.19308976 0.2575396  0.03323413 ... 0.15718908 0.05762614 0.01853818],0
1502,[0.         0.08316254 0.0027761  ... 0.01779355 0.00260942 0.133893  ],0
1503,[0.09997783 0.25186919 0.26776429 ... 0.03536535 0.02857065 0.01422982],0
1504,[0.01170836 0.11320733 0.03579766 ... 0.1990945  0.07740185 0.01380062],1
1505,[0.02424197 0.02274311 0.03663833 ... 0.01433372 0.0023364  0.03071918],0
1506,[0.025324   0.10311077 0.0376672  ... 0.0624478  0.         0.02927548],1
1507,[0.2107574  0.31663865 0.03292187 ... 0.04382469 0.00637535 0.04718321],0
1508,[0.08615737 0.3099697  0.087336   ... 0.10998454 0.         0.02449825],0
1509,[0.11867507 0.21731053 0.05576459 ... 0.21779161 0.03718472 0.        ],1
1510,[0.17055288 0.38034147 0.11876162 ... 0.06395495 0.00546415 0.00983995],0
1511,[0.         0.00490596 0.         ... 0.16995194 0.04483507 0.05272421],0
1512,[0.05386289 0.0436453  0.02327126 ... 0.09308822 0.01653662 0.01056219],0
1513,[0.0133075  0.06974433 0.0270215  ... 0.05470222 0.00078939 0.16968651],0
1514,[0.14505656 0.21029942 0.12194456 ... 0.07801517 0.14712235 0.01889553],0
1515,[0.10526099 0.18158801 0.05569091 ... 0.01130175 0.01169809 0.04937885],0
1516,[0.02432128 0.21858686 0.32403188 ... 0.19469145 0.08435762 0.00422626],0
1517,[       nan        nan        nan ... 0.04091285 0.00046173 0.0040734 ],0
1518,[0.02868219 0.04222045 0.03942589 ... 0.02703803 0.0097518  0.01921423],0
1519,[0.08026699 0.04690353 0.00909672 ... 0.10846585 0.05490956 0.08628106],0
1520,[0.2613298  0.3915798  0.13426229 ... 0.16909657 0.13548812 0.14279043],0
1521,[0.18725443 0.3024142  0.05286821 ... 0.03593182 0.00129406 0.2244921 ],0
1522,[0.00272231 0.10847298 0.01754037 ... 0.14936357 0.03374523 0.08094329],1
1523,[0.         0.         0.         ... 0.03724313 0.03014655 0.03677971],0
1524,[0.01897047 0.04292379 0.02424469 ... 0.0772446  0.03090495 0.19844843],0
1525,[0.0393994  0.72395184 0.30591267 ... 0.10585215 0.14594731 0.13890691],0
1526,[       nan        nan        nan ... 0.13998122 0.09484074 0.16641792],0
1527,[0.016418   0.11322619 0.09003462 ... 0.05225624 0.14447397 0.05227267],0
1528,"[8.47287376e-02 2.20026088e-01 3.80176821e-02 ... 3.22991425e-03
 5.28123429e-05 2.77892047e-03]",1
1529,[0.00451101 0.04003283 0.03791495 ... 0.08772651 0.02662085 0.        ],0
1530,[0.29636237 0.37179036 0.04353079 ... 0.13918646 0.06006782 0.00274394],1
1531,[0.04997081 0.17690812 0.06433018 ... 0.01601569 0.00979244 0.19941585],0
1532,[0.18104901 0.09384487 0.04931979 ... 0.02889551 0.00753503 0.00115169],0
1533,[0.         0.0003979  0.00144597 ... 0.07780897 0.00206076 0.0103869 ],0
1534,[0.160562   0.51826866 0.0102175  ... 0.0557641  0.01634586 0.11987456],1
1535,[0.26828686 0.29773242 0.03121299 ... 0.01805429 0.01592916 0.02383608],0
1536,"[5.87683421e-05 1.80480838e-02 6.60616354e-03 ... 2.91037985e-02
 2.53614792e-03 2.70363926e-04]",1
1537,[0.20313488 0.49817354 0.06575032 ... 0.05225658 0.06075251 0.10329987],0
1538,[0.02021265 0.04529465 0.         ... 0.10140663 0.05534638 0.05172768],0
1539,[0.03977781 0.15000591 0.21437201 ... 0.12364509 0.07903252 0.01753101],1
1540,[0.11226689 0.15226846 0.02704428 ... 0.05909208 0.04375224 0.33436763],0
1541,[0.14423509 0.21667887 0.14439865 ... 0.11981218 0.03390122 0.        ],1
1542,[0.         0.00157842 0.00016268 ... 0.01908695 0.00969016 0.0107614 ],0
1543,[0.09497278 0.16540823 0.01379915 ... 0.11945075 0.06605    0.0554663 ],0
1544,[0.         0.07366206 0.         ... 0.11611005 0.05074862 0.0108208 ],0
1545,[0.         0.09836977 0.01576122 ... 0.14174637 0.02507472 0.        ],0
1546,[0.         0.19465215 0.04872697 ... 0.15668165 0.01667382 0.02003292],0
1547,[0.05956296 0.16893482 0.121196   ... 0.0751924  0.03215212 0.0445824 ],0
1548,[0.16863427 0.18852574 0.13198616 ... 0.02752649 0.         0.        ],0
1549,[0.03523553 0.10062241 0.1442674  ... 0.13427419 0.05882665 0.07968672],0
1550,[0.00920549 0.0204349  0.00442224 ... 0.11781318 0.06983373 0.00670784],0
1551,[0.03559691 0.04776533 0.01796167 ... 0.0523053  0.02403287 0.04794242],0
1552,[0.06189791 0.1141165  0.1692144  ... 0.25645275 0.04621729 0.01949709],0
1553,[0.00259838 0.03410429 0.01771488 ... 0.08617737 0.0404559  0.00509205],0
1554,[0.13355145 0.16035131 0.20488448 ... 0.07454157 0.00760439 0.01459558],0
1555,[0.02697502 0.04999732 0.17204874 ... 0.         0.         0.        ],1
1556,[0.00413372 0.02360541 0.00545028 ... 0.09432131 0.04985291 0.09024726],0
1557,[0.         0.15584939 0.         ... 0.11233209 0.08454231 0.04767374],0
1558,[0.09213696 0.18415403 0.10726805 ... 0.19964092 0.06015217 0.06544398],0
1559,[0.0006348  0.07545999 0.01846349 ... 0.04810189 0.00565381 0.00503861],0
1560,[0.16520931 0.27517903 0.17322004 ... 0.24923493 0.19686861 0.00077985],0
1561,[0.12046579 0.37771328 0.22632415 ... 0.33620418 0.11999819 0.07291616],0
1562,[0.17670566 0.22929427 0.02779036 ... 0.08160894 0.02085318 0.02874317],0
1563,[0.14965971 0.14456331 0.10646203 ... 0.04834443 0.0220252  0.00859016],0
1564,[0. 0. 0. ... 0. 0. 0.],1
1565,[0.05129004 0.11400084 0.05676996 ... 0.02770505 0.0082446  0.00967269],0
1566,[0.10396587 0.22244068 0.04430155 ... 0.08487094 0.00093135 0.03080374],0
1567,[0.07188847 0.19218436 0.13500859 ... 0.15008258 0.05520213 0.07374797],0
1568,[0.00182122 0.00178745 0.00153477 ... 0.01863998 0.00330329 0.05617582],1
1569,"[2.08687713e-01 4.81091664e-01 1.17140746e-01 ... 6.85946254e-03
 1.02680347e-04 1.56344363e-01]",1
1570,[0.02880941 0.1458014  0.11294599 ... 0.00526966 0.         0.        ],0
1571,[0.08948093 0.22250781 0.23877165 ... 0.19923626 0.05674086 0.04457231],0
1572,[0.         0.1089137  0.02495461 ... 0.20382804 0.02394254 0.15678929],0
1573,[0.06069853 0.15153998 0.06907007 ... 0.11041885 0.01657403 0.03239111],0
1574,[0.24619165 0.37468133 0.09948419 ... 0.03456021 0.02231706 0.        ],0
1575,[0.16803068 0.26689226 0.13250177 ... 0.15369477 0.08768552 0.03828165],0
1576,[0.07260956 0.09068011 0.02803202 ... 0.04513099 0.00966126 0.00194426],0
1577,[0.11189139 0.21370833 0.1330221  ... 0.02301835 0.00792745 0.00668883],0
1578,[0.02279252 0.09817518 0.04895251 ... 0.10408424 0.0549976  0.        ],0
1579,[0.         0.20352934 0.0304944  ... 0.08130419 0.01575057 0.00137906],0
1580,[0.10266993 0.23562247 0.08429135 ... 0.14453125 0.11435624 0.14221268],1
1581,[0.06095114 0.14686844 0.0610591  ... 0.07967358 0.00249057 0.00428246],1
1582,[0.15913204 0.23662643 0.05443847 ... 0.05535304 0.02572761 0.02042372],0
1583,[0.26732964 0.38741494 0.24474244 ... 0.16657563 0.11567702 0.04555687],0
1584,[0.10648822 0.21799431 0.17226309 ... 0.17587213 0.16937402 0.03927051],0
1585,[0.0749993  0.19342892 0.13307905 ... 0.11483607 0.13729294 0.20708904],0
1586,[0.02892555 0.24216044 0.05155079 ... 0.10501574 0.01533585 0.00136662],0
1587,[0.06529624 0.13140643 0.13146135 ... 0.0029395  0.         0.        ],0
1588,[0.0095312  0.03021944 0.01597235 ... 0.18424697 0.04533616 0.04398418],0
1589,[0.03532462 0.12836337 0.05572806 ... 0.06673793 0.02183403 0.        ],0
1590,[0.27136575 0.41362967 0.04162275 ... 0.16922648 0.04347921 0.01014611],0
1591,[0.01099645 0.11930306 0.04943777 ... 0.1714484  0.05564126 0.01011782],0
1592,[0.         0.00574394 0.         ... 0.08870686 0.02284473 0.        ],0
1593,[0.         0.03627627 0.         ... 0.08427708 0.01952296 0.00744179],0
1594,[0.17617702 0.18119656 0.13991855 ... 0.07436228 0.05432793 0.00321363],0
1595,[0.03490112 0.05798436 0.03455439 ... 0.18057745 0.19710861 0.00939535],1
1596,[0.         0.16779202 0.         ... 0.01368496 0.00623718 0.1592653 ],0
1597,[0.03411885 0.11518507 0.33743958 ... 0.04709014 0.0478712  0.03956827],0
1598,[0.13933548 0.30369258 0.05252732 ... 0.09871986 0.0428968  0.01057742],1
1599,[0.00831904 0.1129873  0.16798579 ... 0.28784548 0.01121394 0.0076924 ],0
1600,[0.15386953 0.11202513 0.08478967 ... 0.02885232 0.00318885 0.00278078],0
1601,[0.         0.02285305 0.03064509 ... 0.0039989  0.         0.09884994],1
1602,[0.         0.48387072 0.         ... 0.10427926 0.05356651 0.0382201 ],0
1603,[0.2084681  0.15830843 0.06994764 ... 0.02079918 0.01047676 0.14768079],0
1604,[0.16227157 0.28502341 0.10463956 ... 0.13394436 0.05544623 0.01920778],1
1605,[0.         0.         0.         ... 0.05611925 0.02158798 0.00861498],0
1606,[0.18826222 0.32932512 0.06759941 ... 0.18333327 0.0515411  0.02667931],0
1607,[0.         0.0238277  0.04759014 ... 0.10134458 0.01202357 0.00202897],0
1608,[0.1424123  0.19855658 0.16775026 ... 0.27868987 0.21625133 0.02360738],0
1609,[0.0355714  0.16738861 0.03077092 ... 0.         0.         0.        ],1
1610,[0.16770715 0.3241973  0.19411758 ... 0.06203393 0.02964756 0.        ],0
1611,[0.         0.21719228 0.14952882 ... 0.         0.         0.03781038],0
1612,"[1.60864391e-01 2.80723928e-01 2.02811015e-01 ... 7.60226022e-02
 1.26209732e-02 2.48837872e-04]",0
1613,[0.01216325 0.0203249  0.01801576 ... 0.07085925 0.04090762 0.08262963],0
1614,[0.0864546  0.2361294  0.13919584 ... 0.2849637  0.03932869 0.0292518 ],1
1615,[0.07883697 0.17995718 0.1150198  ... 0.1338054  0.01643945 0.03338203],0
1616,[0.05006976 0.08024342 0.02338215 ... 0.00337682 0.00401524 0.00091684],0
1617,[0.20185847 0.2625098  0.08421345 ... 0.15131273 0.05616516 0.00111772],1
1618,[       nan        nan        nan ... 0.04930506 0.01790475 0.02484152],0
1619,[0.07393065 0.03683963 0.         ... 0.15819669 0.03426987 0.02002837],0
1620,[0.01475435 0.12968224 0.0075649  ... 0.38743832 0.09485077 0.00629104],0
1621,[0.01596321 0.16784853 0.02397186 ... 0.2546291  0.1410716  0.0227028 ],0
1622,[0.23726489 0.4923757  0.02779396 ... 0.0682243  0.02126477 0.06404773],0
1623,[0.         0.21820575 0.         ... 0.         0.         0.        ],0
1624,[0.19488051 0.21214532 0.17321148 ... 0.19658429 0.09786704 0.08160969],0
1625,[0.08932007 0.3506135  0.30215296 ... 0.08339124 0.03709107 0.01569289],1
1626,[0.         0.04629547 0.         ... 0.14363711 0.10172498 0.04105024],0
1627,[0.         0.18755696 0.02647393 ... 0.10956126 0.03084944 0.        ],0
1628,[0.01884233 0.03533537 0.02384133 ... 0.14444646 0.04856522 0.03405858],0
1629,[0.04855218 0.11204014 0.03612032 ... 0.00064445 0.00076322 0.00223836],0
1630,[0.05648356 0.10461514 0.0327344  ... 0.10860147 0.01240496 0.00242218],0
1631,[0.30837648 0.19419391 0.1194135  ... 0.0695562  0.01733136 0.15814498],0
1632,[0.08937165 0.12890232 0.0419116  ... 0.07661245 0.0103373  0.00018154],0
1633,[0.2230339  0.29078401 0.14980394 ... 0.06470508 0.07751345 0.        ],0
1634,[0.06415417 0.07429244 0.04898695 ... 0.0742716  0.03313507 0.02437049],0
1635,"[0.00000000e+00 2.54081764e-01 5.39545343e-02 ... 6.34305663e-02
 8.14459098e-05 0.00000000e+00]",0
1636,"[2.01330131e-03 5.80004667e-03 1.10877572e-04 ... 1.12547427e-01
 3.69248813e-02 3.72952631e-02]",0
1637,[0.         0.         0.         ... 0.01775501 0.01054664 0.00499195],0
1638,[0.02290952 0.0467492  0.01656418 ... 0.03410314 0.01698071 0.01824902],0
1639,[0.1542723  0.43547841 0.19797862 ... 0.04254538 0.00780116 0.01771177],0
1640,[0.         0.37033949 0.07936643 ... 0.01947926 0.02122502 0.        ],0
1641,[0.05256749 0.31399615 0.10892793 ... 0.15098927 0.03158084 0.01254135],1
1642,[0.05159047 0.06811247 0.08090228 ... 0.08526188 0.03500831 0.03122128],0
1643,[0.01570065 0.07382387 0.0102125  ... 0.0052687  0.00189509 0.09829746],0
1644,[0.11794705 0.2881751  0.02569997 ... 0.03782079 0.0214912  0.08987972],1
1645,[0.01092279 0.11936003 0.12246753 ... 0.03676459 0.0103519  0.        ],0
1646,[0.00208889 0.03548001 0.06332467 ... 0.06470763 0.0064903  0.03660695],0
1647,[0.13241605 0.20993357 0.08801042 ... 0.13387684 0.0191684  0.03418511],0
1648,[0.01175008 0.12986935 0.23471634 ... 0.00205624 0.00059644 0.0068772 ],0
1649,[0.10887111 0.09473683 0.07857284 ... 0.17830959 0.06981332 0.13020586],0
1650,[0.16694357 0.32672177 0.11484968 ... 0.11290989 0.04310618 0.00788682],0
1651,[0.14609858 0.29900851 0.08170073 ... 0.12147864 0.02726177 0.183571  ],0
1652,[0.2492646  0.53424951 0.02363186 ... 0.17496563 0.06277318 0.00401822],1
1653,[0.19502071 0.16141721 0.08013417 ... 0.09001901 0.0455916  0.00432578],0
1654,"[1.78202171e-04 1.15964417e-02 1.25021504e-02 ... 2.16007535e-01
 7.84866559e-02 7.61089793e-02]",1
1655,[       nan        nan        nan ... 0.10876323 0.03701532 0.06183019],0
1656,[0.01830058 0.04702809 0.02242271 ... 0.12057871 0.05792783 0.07508689],0
1657,[0.08044936 0.21307194 0.12661175 ... 0.07958353 0.06883078 0.05419467],0
1658,[0.058973   0.25381773 0.17908698 ... 0.0463618  0.00847269 0.00422332],0
1659,[0.01395317 0.14663974 0.         ... 0.19565257 0.17486599 0.02732152],0
1660,[0.01769052 0.2530716  0.03435792 ... 0.05259439 0.02060048 0.        ],0
1661,[0.         0.08917889 0.20763006 ... 0.03888545 0.01809249 0.00574669],0
1662,[0.11948823 0.34815826 0.02504485 ... 0.00945806 0.         0.04571375],1
1663,[0.         0.01280756 0.00340829 ... 0.11400407 0.06420112 0.        ],0
1664,[0.07683642 0.39046713 0.11456032 ... 0.22820092 0.08688286 0.01108626],0
1665,[0.00236673 0.00347115 0.00522985 ... 0.10058551 0.08204061 0.04859258],0
1666,[0.00220875 0.0177442  0.00962158 ... 0.09847318 0.0326626  0.        ],0
1667,[0.16794832 0.38752398 0.25013555 ... 0.09776969 0.08041045 0.08262464],1
1668,[0.022167   0.13841923 0.11988231 ... 0.09885472 0.0458204  0.01928718],0
1669,[0.004406   0.02718037 0.00224859 ... 0.07660888 0.04613628 0.01965992],0
1670,[0.         0.2160542  0.16682074 ... 0.11771838 0.03537968 0.00446089],0
1671,[0.10214643 0.32537666 0.08643525 ... 0.01984593 0.00654339 0.00419557],0
1672,[0.         0.         0.         ... 0.01139257 0.00378786 0.        ],0
1673,[0.00746637 0.08337923 0.22160385 ... 0.         0.         0.        ],1
1674,[0.16388217 0.23427945 0.00371856 ... 0.14450452 0.05554743 0.06847084],0
1675,[0.02072323 0.2096974  0.2342181  ... 0.07893556 0.05165802 0.21383542],0
1676,[0.06137074 0.19100521 0.09967219 ... 0.11903265 0.07905202 0.15390115],0
1677,[0.00288699 0.00806411 0.0041467  ... 0.04784548 0.00074106 0.        ],1
1678,[0.         0.02508291 0.         ... 0.08044718 0.02989251 0.03138508],0
1679,[0.04267234 0.18659933 0.03030843 ... 0.27139194 0.11254934 0.00401276],0
1680,[0.06883547 0.07555283 0.04625154 ... 0.16097472 0.04989205 0.06750209],1
1681,[0.17136802 0.33508976 0.05330677 ... 0.19610163 0.14389369 0.0520093 ],0
1682,[0.01843331 0.34165673 0.06612512 ... 0.08423748 0.01623173 0.01974018],0
1683,"[6.12272423e-03 3.84298656e-03 1.07681812e-04 ... 2.01625674e-01
 5.94901860e-02 5.61863559e-02]",0
1684,[       nan        nan        nan ... 0.03685421 0.0133935  0.03394107],0
1685,[0.         0.62399    0.08231756 ... 0.1229519  0.03511652 0.        ],0
1686,[0.31650758 0.50375886 0.11221657 ... 0.06665187 0.01974813 0.08523464],0
1687,[0.04809358 0.10961782 0.13680144 ... 0.28133342 0.09355454 0.        ],0
1688,[0.         0.27321462 0.03708135 ... 0.02725386 0.01279139 0.06337056],0
1689,[0.20838341 0.34315543 0.07974082 ... 0.01232236 0.00907204 0.01674521],0
1690,[0.0133264  0.05107595 0.01687318 ... 0.05777236 0.01914368 0.06869788],0
1691,[0.07568169 0.49753604 0.07053054 ... 0.02281257 0.03473216 0.05648772],0
1692,[0.02275581 0.0545766  0.01023142 ... 0.23002735 0.14433431 0.03415123],0
1693,[0.30431268 0.31274515 0.00837838 ... 0.02111264 0.0078193  0.        ],0
1694,[0.08477695 0.18070299 0.15023677 ... 0.08547866 0.06833167 0.07971118],0
1695,[0.05092937 0.02723887 0.03505781 ... 0.02924636 0.0280284  0.        ],0
1696,[0.10855358 0.08555099 0.08985997 ... 0.22713282 0.19782446 0.05782506],1
1697,[0.24603084 0.31767882 0.08184056 ... 0.016718   0.00856234 0.01070802],0
1698,[0.13219761 0.21239412 0.07767089 ... 0.08793432 0.05092105 0.07056801],0
1699,[0.0593977  0.21109861 0.03615185 ... 0.06395596 0.03428899 0.01586062],1
1700,[0.03448648 0.0486196  0.06249286 ... 0.00059503 0.0055395  0.        ],0
1701,[0.03349519 0.31871036 0.04521004 ... 0.05688729 0.02518243 0.01180261],1
1702,[       nan        nan        nan ... 0.20061883 0.02769091 0.01930861],0
1703,[0.01188462 0.07006245 0.08807374 ... 0.08166338 0.         0.04117853],0
1704,[0.22830382 0.52943229 0.2276522  ... 0.15203006 0.11866997 0.05069636],0
1705,[0.         0.091654   0.00646854 ... 0.13716581 0.05291976 0.15055814],0
1706,[0.         0.62403798 0.         ... 0.         0.         0.        ],0
1707,[0.08815359 0.06589338 0.00985716 ... 0.02990799 0.02764598 0.00490859],0
1708,[0.01411302 0.04582662 0.0121366  ... 0.08504174 0.01095531 0.        ],0
1709,[0.0316173  0.05407846 0.02824694 ... 0.22182914 0.01903416 0.00976793],0
1710,[0.01840914 0.03228186 0.03031423 ... 0.01171391 0.0038947  0.03232885],0
1711,[0.08380419 0.41651277 0.16500248 ... 0.0228652  0.01689652 0.18236635],0
1712,[0.00833797 0.07803164 0.00743211 ... 0.09157998 0.07567203 0.00889129],0
1713,[0.24682466 0.27587147 0.06556226 ... 0.05652278 0.00582044 0.0257892 ],0
1714,[0.01822862 0.04018247 0.02273672 ... 0.02649874 0.00623367 0.00061369],0
1715,[0.07177886 0.104237   0.03732729 ... 0.04312034 0.05646545 0.03680194],0
1716,[0.02999048 0.03125258 0.02459683 ... 0.11326686 0.00625764 0.00653163],0
1717,[0.12559601 0.1732911  0.11628569 ... 0.044349   0.02050984 0.03156587],1
1718,[0.08293045 0.21809789 0.08304042 ... 0.01270627 0.00478072 0.00143501],0
1719,[0.00544806 0.03214893 0.01075386 ... 0.03208242 0.00942897 0.        ],0
1720,[0.03476937 0.14000839 0.18457587 ... 0.15134117 0.09306263 0.03418357],0
1721,[0.14077542 0.18141353 0.07177338 ... 0.09113722 0.03855426 0.00490373],0
1722,[0.05565079 0.07524659 0.         ... 0.         0.         0.        ],0
1723,[0.         0.22424626 0.05332963 ... 0.10487984 0.01404624 0.        ],0
1724,[0.03607353 0.16083106 0.12109826 ... 0.10843193 0.00691696 0.01311617],0
1725,[0.         0.67775901 0.04270825 ... 0.4159452  0.20360445 0.02200012],0
1726,[0.10162356 0.37463114 0.19382628 ... 0.26987183 0.07734073 0.00392981],0
1727,[0.08813331 0.26364003 0.21731838 ... 0.22886994 0.03020407 0.        ],0
1728,[0.05782516 0.11281573 0.09034486 ... 0.01627902 0.01030267 0.01181841],1
1729,[0.32368579 0.83600392 0.18886796 ... 0.05704676 0.00355711 0.        ],0
1730,[0.09283801 0.27409814 0.10816363 ... 0.08422734 0.01204761 0.0092621 ],0
1731,[0.05814277 0.07959256 0.03999053 ... 0.05219792 0.01261509 0.        ],1
1732,[0.3232722  0.41209193 0.06592136 ... 0.20741067 0.07321704 0.01279104],1
1733,[0.35319611 0.31823879 0.         ... 0.33591549 0.06995667 0.00383047],1
1734,[0.0452891  0.12999927 0.01578829 ... 0.15755797 0.06830018 0.07905532],0
1735,[0.17336842 0.21867223 0.11951689 ... 0.20152659 0.07976863 0.        ],0
1736,[0.22657941 0.19832209 0.05993439 ... 0.12935684 0.02252508 0.10839966],0
1737,[0.09726489 0.25664297 0.12945747 ... 0.20762809 0.03931974 0.01293467],0
1738,[0.05175543 0.24097784 0.12687117 ... 0.         0.         0.        ],1
1739,[0.08917762 0.10743726 0.01902475 ... 0.02596607 0.02339518 0.23106229],0
1740,[0.00998229 0.02120314 0.03178639 ... 0.06765933 0.03690305 0.00307978],0
1741,[0.16752201 0.23281884 0.06718373 ... 0.0515747  0.02439442 0.04496443],0
1742,[0.04084344 0.04715691 0.022008   ... 0.05423748 0.03011681 0.00385827],0
1743,[0.02621864 0.14812824 0.11321563 ... 0.07891636 0.01392173 0.01864632],0
1744,[0.         0.06043893 0.0568736  ... 0.         0.         0.        ],0
1745,[0.00433345 0.05689348 0.01912469 ... 0.2243189  0.02875591 0.04528355],0
1746,[0.17999521 0.28238327 0.20507009 ... 0.03509448 0.01092123 0.00722741],0
1747,[0.15368531 0.15745233 0.07086385 ... 0.02288309 0.00623043 0.02563223],0
1748,[0.02537836 0.01410216 0.         ... 0.35197647 0.14698125 0.10275002],1
1749,[0.         0.17858457 0.00546603 ... 0.09683718 0.06344209 0.09549148],0
1750,[0.00142966 0.04871218 0.00117569 ... 0.0210701  0.00853699 0.01931125],0
1751,[0.18706181 0.23551957 0.08751242 ... 0.22255716 0.05620839 0.00279271],0
1752,[0.04570939 0.21018257 0.20660239 ... 0.08443921 0.00301735 0.00153661],0
1753,[0.1321668  0.39679976 0.08356682 ... 0.11686618 0.0385684  0.03335974],0
1754,[0.02809142 0.02798894 0.06111447 ... 0.08840519 0.03557384 0.06334177],0
1755,[0.00962871 0.08535676 0.04785869 ... 0.08518366 0.04016583 0.03594979],1
1756,"[2.65796602e-01 5.94490811e-01 1.61067981e-01 ... 3.63112297e-02
 2.93317244e-04 1.04090792e-01]",0
1757,[0.11165187 0.32714078 0.10395856 ... 0.13499597 0.03522919 0.05224022],0
1758,[0.12729683 0.18729428 0.09632119 ... 0.0743759  0.03694788 0.08198659],1
1759,[0.         0.06759119 0.04828667 ... 0.05532838 0.00844376 0.00174175],0
1760,[0.         0.         0.         ... 0.2688769  0.07784163 0.04798428],0
1761,[0.20952874 0.20598509 0.09208422 ... 0.17285932 0.08784243 0.02605374],0
1762,[0.         0.1166337  0.12191802 ... 0.14118488 0.09868593 0.09653234],0
1763,[0.03324981 0.09167557 0.03229312 ... 0.01328423 0.00045057 0.00380521],0
1764,[0.14641707 0.19731173 0.04699012 ... 0.         0.         0.        ],1
1765,[0.12477775 0.15192889 0.01536384 ... 0.         0.         0.00401762],0
1766,[0.10522208 0.18021098 0.06787838 ... 0.18170913 0.08209241 0.1017055 ],0
1767,[0.41844535 0.55842205 0.04617578 ... 0.07515086 0.06265376 0.02681544],0
1768,[0.11657094 0.42803858 0.03276444 ... 0.02251451 0.01244845 0.00637886],1
1769,[0.0029692  0.00326266 0.00583298 ... 0.19872373 0.15023353 0.07156513],0
1770,[0.02319658 0.07532599 0.00169233 ... 0.13024365 0.05229601 0.08494132],0
1771,[0.09609104 0.12519127 0.03406397 ... 0.0168658  0.05207151 0.11933303],0
1772,[0.09273999 0.1937907  0.10954423 ... 0.14311708 0.04974896 0.        ],1
1773,[0.01136014 0.04353988 0.         ... 0.04213047 0.05520791 0.11353817],0
1774,[0.07439411 0.20837142 0.14650525 ... 0.06147535 0.02293    0.0315483 ],0
1775,[0.00869225 0.02254175 0.00037901 ... 0.01645595 0.05158115 0.09779017],0
1776,[0.24149377 0.29617043 0.01571032 ... 0.05569038 0.01000335 0.00089224],0
1777,[0.         0.02418708 0.         ... 0.12868165 0.04457649 0.05834093],0
1778,[0.34840782 0.45880903 0.01015235 ... 0.10757765 0.02639697 0.00735529],0
1779,[0.         0.05007825 0.01767154 ... 0.12426115 0.06010296 0.10700249],0
1780,[0.14581554 0.13601905 0.03697047 ... 0.13291842 0.1132373  0.06455594],0
1781,[0.03798439 0.09598498 0.06932655 ... 0.06701339 0.03147957 0.06778656],0
1782,[0.00068128 0.01836043 0.00563798 ... 0.02976102 0.00510004 0.01808778],0
1783,[0.00670026 0.03351455 0.00226364 ... 0.01637038 0.02510348 0.06656099],0
